"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.229634016411125,0.742285849086684,0.707200675047699,0.701455636321665,0.615347335873535,0.572045257991997,0.598913015456317,0.846640137774353,0.212340125743641,0.583350533310855
"2",0.938624990359857,0.316577405207635,0.183361216356683,0.626045875195103,0.285796269196151,0.810734736626784,0.5271621980693,0.335777256512238,0.249462398209099,0.436344015419051
"3",0.230565917206756,0.804591613207437,0.305871656558656,0.674077387539224,0.345602200467014,0.690078914267965,0.593120306014532,0.624404583670052,0.202308409246492,0.259465175872031
"4",0.162419523323106,0.627219488281544,0.589776608547388,0.425202051772996,0.960746196824926,0.773521354615971,0.297657824982958,0.809839053177403,0.437013803945354,0.327217896400071
"5",0.591070880817661,0.318396523794876,0.432660768240823,0.525188374062513,0.568762746584182,0.791573778182506,0.661653762193497,0.895407540160997,0.202997077261954,0.839524666943081
"6",0.565719646407816,0.30464194754771,0.379825771628215,0.475419172624198,0.62335156467106,0.777578536318304,0.544863537430707,0.407557475963526,0.710070758769696,0.427969820833857
"7",0.247124701438448,0.845735395451975,0.569853729768329,0.942124860152866,0.342502288327375,0.523142425265329,0.406921109158362,0.789800237224239,0.226313977739262,0.860472316306861
"8",0.560407548007322,0.845663767541208,0.743336253965505,0.643362657987458,0.890409894066228,0.877512510265341,0.576688295389301,0.602386918147186,0.456869082033409,0.35775939618621
"9",0.195342796444176,0.380944406345235,0.285741623546689,0.478113761161712,0.459089934231103,0.670089919161462,0.264167377330384,0.775448004438795,0.196107653488851,0.516311620900588
"10",0.201066107746507,0.572876746492527,0.640011266241363,0.795454138197562,0.562353797596854,0.814546438089665,0.416781035212619,0.484705570673505,0.39025583240635,0.464682325688576
"11",0.357705560059375,0.42762121571757,0.379849988140728,0.387615102034754,0.258133811824438,0.985943101652689,0.645530525798929,0.671798137674964,0.198321164941114,0.741949342628429
"12",0.576829997364521,0.499130032400527,0.627877113921772,0.359053690888282,0.319831513608301,0.869884646157867,0.480828190039232,0.699057180381254,0.205361014537387,0.380976829197041
"13",0.859762780840816,0.7648838930588,0.575807333845566,0.507003671634112,0.81309241353817,0.930521970496404,0.338005991044545,0.562383214598534,0.992833681255672,0.415876969948089
"14",0.207249966537703,0.636674083501235,0.722117198861874,0.478662843172171,0.645436396192461,0.739010791178335,0.234528605575175,0.616364807860424,0.386685461783834,0.302195787233791
"15",0.256751583342193,0.633647296795216,0.411980062053891,0.720969539486571,0.567111106484162,0.679704661617973,0.722825921866391,0.838880680872318,0.445379564584103,0.623364417657975
"16",0.203238306560757,0.498449872676439,0.899919815693095,0.598491591238176,0.243249000778107,0.751371465918345,0.290611393917157,0.983937107648662,0.142943095800612,0.68339261537279
"17",0.731562681253925,0.54333978182149,0.667060254715786,0.63980639942469,0.797560465176652,0.96903686663404,0.412508053720978,0.720508088792032,0.607536485516615,0.445727864327533
"18",0.227762120068664,0.851992194123787,0.720044816511405,0.739408240816212,0.240770400029135,0.969304325364454,0.927419695685344,0.592676145486948,0.205700958601127,0.469303402732305
"19",0.477441704014065,0.529104753836214,0.439677316897314,0.270299463662778,0.604584897488968,0.962310677504279,0.202912681561959,0.654735094391709,0.170295432219416,0.455406132912783
"20",0.554316088936753,0.375408381829994,0.307810766470814,0.36416009286717,0.577993491486027,0.814924517513368,0.282080103438764,0.291414847318578,0.789849038860968,0.328610106393494
"21",0.578428392132443,0.503269170442142,0.707509003205884,0.246782474927405,0.301260332614281,0.931461572612469,0.257159169964749,0.523954306119621,0.704463182117288,0.340507646524043
"22",0.379180925890929,0.78025308221356,0.312923013292252,0.558754863208249,0.538384178266653,0.83986312700271,0.873678962706309,0.570108817759157,0.501921338466426,0.260450586882385
"23",0.244937870316686,0.329201568250222,0.272840890118562,0.55584119318303,0.231517811868962,0.76105193248097,0.550115229813119,0.38168449296507,0.274977706372886,0.541508731341325
